王妃|おうひ|queen
くみ上げる|くみあげる|to draw (water, etc.); to scoop up; to pump up; to dip up
くみ上げる|くみあげる|to draw on (ideas) (from subordinates, the public, etc.); to take into account; to adopt
汲上げる|くみあげる|to draw (water, etc.); to scoop up; to pump up; to dip up
汲上げる|くみあげる|to draw on (ideas) (from subordinates, the public, etc.); to take into account; to adopt
汲む|くむ|to draw (water); to fetch (water); to ladle; to dip; to scoop; to pump
汲む|くむ|to have a drink together
汲む|くむ|to consider; to sympathize with; to sympathise with
汲み取り|くみとり|dipping up (night soil); scooping up
汲取り|くみとり|dipping up (night soil); scooping up
汲取|くみとり|dipping up (night soil); scooping up
汲取口|くみとりぐち|hole for pumping out cesspool
泣かせる|なかせる|to make someone cry; to move someone to tears
泣かせる|なかせる|to let cry
泣かせる|なかせる|to grieve
泣かす|なかす|to make someone cry; to move someone to tears
泣かす|なかす|to grieve
泣き|なき|weeping; lamenting
泣きじゃくる|なきじゃくる|to sob
泣き喚く|なきわめく|to bawl; to cry; to scream
泣きわめく|なきわめく|to bawl; to cry; to scream
泣喚く|なきわめく|to bawl; to cry; to scream
泣き叫ぶ|なきさけぶ|to cry and shout; to scream
泣叫ぶ|なきさけぶ|to cry and shout; to scream
泣きはらす|なきはらす|to weep one's eyes out
泣き腫らす|なきはらす|to weep one's eyes out
泣腫らす|なきはらす|to weep one's eyes out
泣き所|なきどころ|weak point; vulnerable point; Achilles' heel
泣き処|なきどころ|weak point; vulnerable point; Achilles' heel
泣きどころ|なきどころ|weak point; vulnerable point; Achilles' heel
泣き笑い|なきわらい|smile while crying
泣笑い|なきわらい|smile while crying
泣笑|なきわらい|smile while crying
泣き上戸|なきじょうご|maudlin drinker
泣き声|なきごえ|cry; crying voice
泣き虫|なきむし|crybaby; blubberer
泣虫|なきむし|crybaby; blubberer
泣き潰す|なきつぶす|to cry one's eyes out; to weep oneself blind
泣潰す|なきつぶす|to cry one's eyes out; to weep oneself blind
泣き付く|なきつく|to cling to ... in tears; to beg ... in tears; to appeal; to throw oneself on someone's mercy
泣付く|なきつく|to cling to ... in tears; to beg ... in tears; to appeal; to throw oneself on someone's mercy
泣きつく|なきつく|to cling to ... in tears; to beg ... in tears; to appeal; to throw oneself on someone's mercy
泣き伏す|なきふす|to break down crying
泣伏す|なきふす|to break down crying
泣き別れ|なきわかれ|parting in tears; tearful parting; coming to grief; having to take a different tack; going separate ways
泣別れ|なきわかれ|parting in tears; tearful parting; coming to grief; having to take a different tack; going separate ways
泣き暮す|なきくらす|to spend one's days in tears and sorrow
泣き暮らす|なきくらす|to spend one's days in tears and sorrow
泣暮す|なきくらす|to spend one's days in tears and sorrow
泣き崩れる|なきくずれる|to break down crying
泣崩れる|なきくずれる|to break down crying
泣き明す|なきあかす|to weep the night out; to weep all night
泣き明かす|なきあかす|to weep the night out; to weep all night
泣明す|なきあかす|to weep the night out; to weep all night
泣き面に蜂|なきつらにはち|misfortunes seldom come alone; it seldom rains but it pours
泣きっ面に蜂|なきっつらにはち|misfortunes seldom come alone; it seldom rains but it pours
泣き落とす|なきおとす|to persuade by tears; to use tears to get one's way
泣き落す|なきおとす|to persuade by tears; to use tears to get one's way
泣落とす|なきおとす|to persuade by tears; to use tears to get one's way
泣落す|なきおとす|to persuade by tears; to use tears to get one's way
泣く|なく|to cry; to weep; to sob; to howl
哭く|なく|to cry; to weep; to sob; to howl
泣ける|なける|to shed tears; to be moved to tears
泣き沈む|なきしずむ|to abandon oneself to grief
泣沈む|なきしずむ|to abandon oneself to grief
泣寝入り|なきねいり|crying oneself to sleep; giving up in frustration; accepting meekly; being compelled to accept a situation
泣き寝入り|なきねいり|crying oneself to sleep; giving up in frustration; accepting meekly; being compelled to accept a situation
球|きゅう|sphere
球|きゅう|counter for balls
球戯|きゅうぎ|billiards
球技|きゅうぎ|ball game (e.g. baseball, tennis, soccer)
球菌|きゅうきん|coccus
球形|きゅうけい|globular or spherical shape
球茎|きゅうけい|corm
球根|きゅうこん|(plant) bulb
球拾い|たまひろい|fetching balls
球拾い|たまひろい|ball boy
球場|きゅうじょう|baseball stadium
球状|きゅうじょう|shape of a globe; globe shape
球状|きゅうじょう|spherical
球審|きゅうしん|baseball chief umpire
球体|きゅうたい|sphere; globe; orb
球団|きゅうだん|baseball team
球面三角法|きゅうめんさんかくほう|spherical trigonometry
究極|きゅうきょく|ultimate; extreme; final; eventual
窮極|きゅうきょく|ultimate; extreme; final; eventual
究明|きゅうめい|investigation (esp. in academic and scientific contexts)
窮境|きゅうきょう|predicament
究極目的|きゅうきょくもくてき|final aim; final end; supreme end
窮極目的|きゅうきょくもくてき|final aim; final end; supreme end
窮屈|きゅうくつ|narrow; tight; cramped
窮屈|きゅうくつ|formal; stiff; strict; ceremonious; rigid
窮屈|きゅうくつ|constrained; uncomfortable
窮屈|きゅうくつ|tight (e.g. finances)
窮状|きゅうじょう|distress; wretched condition
窮地|きゅうち|dilemma; predicament
窮迫|きゅうはく|financial difficulty; distress
窮乏|きゅうぼう|poverty; destitution; privation; indigence; penury
窮民|きゅうみん|poor people; the poor
級数|きゅうすう|series
級長|きゅうちょう|head of class; monitor
級友|きゅうゆう|classmate
糾合|きゅうごう|rally; muster
鳩合|きゅうごう|rally; muster
糾弾|きゅうだん|censure; denunciation; (verbal) attack; blaming
糺弾|きゅうだん|censure; denunciation; (verbal) attack; blaming
糾明|きゅうめい|searching examination; establishing the facts through thorough examination
糺明|きゅうめい|searching examination; establishing the facts through thorough examination
糾問|きゅうもん|inquiry; enquiry
糺問|きゅうもん|inquiry; enquiry
給|きゅう|wage; recompense
給う|たまう|semi-polite or endearing auxiliary verb indicating reception by the speaker
賜う|たまう|semi-polite or endearing auxiliary verb indicating reception by the speaker
給血|きゅうけつ|donation of blood
給仕|きゅうじ|waiting on a table; serving (at dinner)
給仕|きゅうじ|waiter; waitress; waitperson; server; cabin boy; bellboy; page; pageboy
給仕|きゅうじ|office boy; office girl
給食|きゅうしょく|provision of lunch (e.g. at office, school, etc.); providing a meal; lunch service
給水|きゅうすい|water supply
給水制限|きゅうすいせいげん|water supply restrictions
給水栓|きゅうすいせん|hydrant; tap; faucet
給電線|きゅうでんせん|feeder
給湯|きゅうとう|hot-water supply
給湯器|きゅうとうき|water heater; (domestic) boiler
給付|きゅうふ|payment; provision; benefit; present; delivery
給付|きゅうふ|performance
給付金|きゅうふきん|payment
給油|きゅうゆ|refueling (car, plane, etc.)
給油|きゅうゆ|lubricating (a machine); oiling
給与|きゅうよ|pay; salary; wages
給与|きゅうよ|allowance; grant; supply; providing with
給料|きゅうりょう|salary; wages
給料日|きゅうりょうび|payday
旧|きゅう|ex-; former; old
旧ソ連|きゅうソれん|former Soviet Union
旧悪|きゅうあく|past misdeeds; old crimes
旧衣|きゅうい|worn-out clothes
旧詠|きゅうえい|ancient poems; ancient songs
旧怨|きゅうえん|old grudge
旧縁|きゅうえん|old relationship; old acquaintance
旧恩|きゅうおん|old favors; old favours
旧仮名遣い|きゅうかなづかい|old kana orthography (used before 1946 reform); historical kana ortography
旧仮名遣|きゅうかなづかい|old kana orthography (used before 1946 reform); historical kana ortography
旧仮名使い|きゅうかなづかい|old kana orthography (used before 1946 reform); historical kana ortography
旧家|きゅうか|old family
旧懐|きゅうかい|love of antiquity
旧株|きゅうかぶ|old stock (in a firm)
旧刊|きゅうかん|back number; old edition
旧勘定|きゅうかんじょう|old account
旧官|きゅうかん|former government official
旧慣|きゅうかん|old customs
旧歓|きゅうかん|old joy
旧観|きゅうかん|former state; former appearance
旧規|きゅうき|old regulations
旧記|きゅうき|old chronicle; old record
旧儀|きゅうぎ|traditional ceremony
旧誼|きゅうぎ|old friendship
旧居|きゅうきょ|former residence
旧教|きゅうきょう|(Roman) Catholicism
旧教徒|きゅうきょうと|(Roman) Catholic
旧形式|きゅうけいしき|old-structure form
旧劇|きゅうげき|classical drama
旧故|きゅうこ|antiquity; old acquaintance
旧稿|きゅうこう|old manuscript
旧号|きゅうごう|old name; back number
旧国|きゅうこく|ancient nation
旧国|きゅうこく|homeland; one's native land; birthplace
旧恨|きゅうこん|old grudge
旧債|きゅうさい|old debt
旧妻|きゅうさい|former wife
旧作|きゅうさく|one's old publication
旧市街|きゅうしがい|the old town
旧師|きゅうし|one's old teacher; one's old master
旧思想|きゅうしそう|old-fashioned idea
旧字|きゅうじ|old kanji form
舊字|きゅうじ|old kanji form
旧字体|きゅうじたい|old character form; old kanji form
舊字體|きゅうじたい|old character form; old kanji form
旧時|きゅうじ|ancient times
旧式|きゅうしき|old type; old style
旧識|きゅうしき|old friend
旧主|きゅうしゅ|former lord
旧主人|きゅうしゅじん|former lord
旧習|きゅうしゅう|old customs
旧称|きゅうしょう|old name; former title
旧章|きゅうしょう|ancient laws
旧新約聖書|きゅうしんやくせいしょ|Old and New Testaments
旧新約全書|きゅうしんやくぜんしょ|Old and New Testaments
旧臣|きゅうしん|old retainer
旧人|ふるびと|the deceased; old friend
旧世界|きゅうせかい|the old world
旧制|きゅうせい|old system; old order
旧制度|きゅうせいど|old system; old order
旧姓|きゅうせい|one's original family name; maiden name
旧正月|きゅうしょうがつ|lunisolar New Year; Chinese New Year; Vietnamese Tet
旧製|きゅうせい|former manufacture; former make
旧石器時代|きゅうせっきじだい|Paleolithic; Palaeolithic; Old Stone Age
旧説|きゅうせつ|old theory; ancient ideas
旧蔵|きゅうぞう|one's old possessions
旧俗|きゅうぞく|old customs
旧村|きゅうそん|old village
旧体制|きゅうたいせい|old regime
旧態|きゅうたい|old state of affairs
旧態依然|きゅうたいいぜん|remaining unchanged (from the old state of things); none the better for the change (if at all)
旧大陸|きゅうたいりく|the Old World
旧宅|きゅうたく|former residence
旧知|きゅうち|old friend; old acquaintance
旧地|きゅうち|former property; former territory
旧敵|きゅうてき|old enemy
旧典|きゅうてん|tradition; classic
旧都|きゅうと|the old capital
旧土|きゅうど|former property or territory
旧冬|きゅうとう|former winters; the last winter
旧套|きゅうとう|conventionalism; old style
旧道|きゅうどう|old road
旧年末|きゅうねんまつ|end of last year
旧波|きゅうは|old school; old style; conservative people
