尾根|おね|(mountain) ridge; spur
勇猛|ゆうもう|daring; bravery; valor; valour
勇猛|ゆうみょう|daring; bravery; valor; valour
勇猛心|ゆうもうしん|intrepid spirit
勇躍|ゆうやく|taking heart; being in high spirits
勇力|ゆうりょく|courage
勇烈|ゆうれつ|bravery; valor; valour; courage
勇邁|ゆうまい|heroic; courageous
友|とも|friend; companion; comrade; pal
朋|とも|friend; companion; comrade; pal
友愛|ゆうあい|fraternity; friendship
友愛結婚|ゆうあいけっこん|companionate marriage
友引|ともびき|good day for business and lawsuits (trial day)
友引|ゆういん|good day for business and lawsuits (trial day)
友垣|ともがき|friend
友義|ゆうぎ|friendship's responsibilities
友誼国家|ゆうぎこっか|friendly nation
友軍|ゆうぐん|friendly army; friendly troops; allied army
友軍部隊|ゆうぐんぶたい|friendly troops
友交|ゆうこう|friendship; amity; companionship
友好|ゆうこう|friendship
友好国|ゆうこうこく|friendly nation
友好条約|ゆうこうじょうやく|treaty of friendship
友好通商航海|ゆうこうつうしょうこうかい|(treaty of) friendship, commerce and navigation
友好的|ゆうこうてき|friendly; amicable
友情|ゆうじょう|friendship; fellowship; camaraderie
友人|ゆうじん|friend
友成|ともなり|developing friendship
友達|ともだち|friend; companion
友だち|ともだち|friend; companion
友達がい|ともだちがい|true friendship
友達甲斐|ともだちがい|true friendship
友達付き合い|ともだちづきあい|friendly relations; social relations; social life
友達づきあい|ともだちづきあい|friendly relations; social relations; social life
友だちづきあい|ともだちづきあい|friendly relations; social relations; social life
友だち付き合い|ともだちづきあい|friendly relations; social relations; social life
友だち付きあい|ともだちづきあい|friendly relations; social relations; social life
友達付きあい|ともだちづきあい|friendly relations; social relations; social life
友釣り|ともづり|live decoy fishing (esp. for sweetfish)
友釣|ともづり|live decoy fishing (esp. for sweetfish)
友党|ゆうとう|allied political party
友討ち|ともうち|friends shooting one another
友朋|ゆうほう|friend
友邦|ゆうほう|friendly nation
宥める|なだめる|to soothe; to calm; to pacify
宥和|ゆうわ|appeasement
幽す|ゆうす|to confine to a room
幽暗|ゆうあん|gloom; darkness; seclusion
幽闇|ゆうあん|gloom; darkness; seclusion
幽雅|ゆうが|refinement
幽界|ゆうかい|hades; realm of the dead
幽閑|ゆうかん|quiet and secluded
幽鬼|ゆうき|ghost; revenant; spirit (of the dead); departed soul
幽客|ゆうかく|orchid
幽客|ゆうかく|hermit
幽居|ゆうきょ|hermitage; retreat; retirement; seclusion
幽境|ゆうきょう|solitude; secluded place
幽契|ゆうけい|secret promise made to the gods
幽景|ゆうけい|quiet sequestered scene
幽玄|ゆうげん|subtle grace; hidden beauty; yugen; mysterious profundity; elegant simplicity; the subtle and profound; the occult
幽香|ゆうこう|fragrance
幽魂|ゆうこん|spirits of the dead
幽室|ゆうしつ|darkened room; quiet room
幽寂|ゆうじゃく|quiet; sequestered
幽寂味|ゆうじゃくみ|solitude; quiet
幽趣|ゆうしゅ|a quiet (natural) setting
幽囚|ゆうしゅう|imprisonment
幽愁|ゆうしゅう|deep contemplation; melancholy; gloom
幽勝|ゆうしょう|beautiful and quiet scene
幽然|ゆうぜん|quiet and secluded
幽窓|ゆうそう|quiet window (poet.); dark window
幽体|ゆうたい|ethereal body
幽谷|ゆうこく|deep ravine; glen
幽鳥|ゆうちょう|mountain bird
幽微|ゆうび|dim; indistinct
幽閉|ゆうへい|confinement; imprisonment; incarceration
幽冥界|ゆうめいかい|hades; realm of the dead
幽明相隔てる|ゆうめいあいへだてる|to die
幽門|ゆうもん|pylorus; opening of stomach into duodenum
幽林|ゆうりん|deep forest
幽霊|ゆうれい|ghost; specter; spectre; apparition; phantom
幽霊屋敷|ゆうれいやしき|haunted house
幽霊会社|ゆうれいがいしゃ|bogus company; paper company
幽霊株|ゆうれいかぶ|watered stock; bogus shares
幽霊人口|ゆうれいじんこう|ghost population
幽霊船|ゆうれいせん|ghost ship; phantom ship
幽霊話|ゆうれいばなし|ghost story
幽邃|ゆうすい|retired and quiet; secluded
幽邃境|ゆうすいきょう|secluded place
悠々自適|ゆうゆうじてき|living a life of leisure with dignity; living quietly and comfortably free from worldly cares; otium cum dignitate
悠悠自適|ゆうゆうじてき|living a life of leisure with dignity; living quietly and comfortably free from worldly cares; otium cum dignitate
悠久|ゆうきゅう|eternity; perpetuity; permanence
悠然|ゆうぜん|with an air of composure; calmly
悠長|ゆうちょう|leisurely; slow; deliberate; easygoing
悠揚|ゆうよう|self-possessed; calm
憂い|うい|unhappy; sad; gloomy
憂い|うれい|sorrow; grief; anguish; distress
憂い|うれい|trouble; affliction; anxiety; fear; misgivings
愁い|うれい|sorrow; grief; anguish; distress
愁い|うれい|trouble; affliction; anxiety; fear; misgivings
患い|うれい|sorrow; grief; anguish; distress
患い|うれい|trouble; affliction; anxiety; fear; misgivings
憂い顔|うれいがお|sad face; sorrowful face; anxious look; sad countenance
愁い顔|うれいがお|sad face; sorrowful face; anxious look; sad countenance
憂い悩む|うれいなやむ|to be grievously troubled
憂さを晴らしに|うさをはらしに|for amusement; by way of diversion (distraction from grief)
うさを晴らしに|うさをはらしに|for amusement; by way of diversion (distraction from grief)
憂さをはらしに|うさをはらしに|for amusement; by way of diversion (distraction from grief)
憂鬱症|ゆううつしょう|melancholia; severe depression
憂欝症|ゆううつしょう|melancholia; severe depression
憂患|ゆうかん|sorrow; worry; distress
憂苦|ゆうく|trouble; distress; sorrow
憂国|ゆうこく|patriotic concern for the future of one's country
憂思|ゆうし|grieving
憂愁|ゆうしゅう|melancholy; gloom; grief
憂色|ゆうしょく|melancholy air; anxious look; traces of sorrow; gloom
憂心|ゆうしん|grieving heart
憂世|ゆうせい|worrying about world conditions
憂戚|ゆうせき|grief
憂憤|ゆうふん|grief and anger
憂悶|ゆうもん|anguish; mortification
憂慮|ゆうりょ|anxiety; concern; fear
憂哭|うきね|sobbing
憂懼|ゆうく|fear; apprehension; dread
有|ゆう|existence
有|ゆう|possession; having
有|ゆう|limited company
有する|ゆうする|to own; to be endowed with
あらん限り|あらんかぎり|all; as much as possible
有らん限り|あらんかぎり|all; as much as possible
あり得る|ありうる|possible; likely; probable
あり得る|ありえる|possible; likely; probable
有り得る|ありうる|possible; likely; probable
有り得る|ありえる|possible; likely; probable
有りうる|ありうる|possible; likely; probable
有りえる|ありえる|possible; likely; probable
有りそう|ありそう|probable; likely
有りのまま|ありのまま|the truth; fact; as it is; as you are; frank; bare plain
有りの儘|ありのまま|the truth; fact; as it is; as you are; frank; bare plain
有り触れた|ありふれた|unsurprising; trite; commonplace; mundane; hackneyed; garden variety (of)
有りふれた|ありふれた|unsurprising; trite; commonplace; mundane; hackneyed; garden variety (of)
あり触れた|ありふれた|unsurprising; trite; commonplace; mundane; hackneyed; garden variety (of)
あり得ないほど|ありえないほど|unbelievable (extent)
あり得ない程|ありえないほど|unbelievable (extent)
有り得ない程|ありえないほど|unbelievable (extent)
あり得べき|ありうべき|possible; probable; likely
有り得べき|ありうべき|possible; probable; likely
有難うございます|ありがとうございます|thank you
有り難うございます|ありがとうございます|thank you
有難う御座います|ありがとうございます|thank you
有り難う御座います|ありがとうございます|thank you
有り余る|ありあまる|to be superfluous; to be in excess; to be more than enough
有余る|ありあまる|to be superfluous; to be in excess; to be more than enough
有様|ありさま|state; condition; circumstances; sight; spectacle
有様|ありよう|state; condition; circumstances; sight; spectacle
有様|ありよう|the way things should be; ideal state
有様|ありよう|truth
有り様|ありさま|state; condition; circumstances; sight; spectacle
有り様|ありよう|state; condition; circumstances; sight; spectacle
有り様|ありよう|the way things should be; ideal state
有り様|ありよう|truth
あり様|ありさま|state; condition; circumstances; sight; spectacle
あり様|ありよう|state; condition; circumstances; sight; spectacle
あり様|ありよう|the way things should be; ideal state
あり様|ありよう|truth
有りさま|ありさま|state; condition; circumstances; sight; spectacle
有意|ゆうい|significant; meaningful
有意|ゆうい|intentional; volitional
有意義|ゆういぎ|significant; useful; meaningful; worthwhile; valuable; of interest
有為|ゆうい|capable; able; talented; promising
有為転変|ういてんぺん|mutability (of worldly affairs); fleeting shifts and changes (of human life)
有益|ゆうえき|beneficial; profitable; useful; helpful; instructive
有価証券|ゆうかしょうけん|marketable securities; stocks and bonds
有害|ゆうがい|harmful; hazardous
有害無益|ゆうがいむえき|more harm than good; harmful and of no use
有感地震|ゆうかんじしん|perceptible earthquake
有閑マダム|ゆうかんマダム|bourgeoise wife
有機|ゆうき|organic
有機塩溶媒|ゆうきえんようばい|organochloride solvent
有給|ゆうきゅう|salaried; with pay
有給|ゆうきゅう|vacation; (paid) holiday
有給休暇|ゆうきゅうきゅうか|paid vacation; leave
有形|ゆうけい|material; tangible; concrete
有形固定資産|ゆうけいこていしさん|tangible fixed assets; tangible property; property, plant and equipment; PPE
有権者|ゆうけんしゃ|voter; constituent; (electoral) franchise-holder; (the) electorate; eligible voters
有限|ゆうげん|finite; limited
有限会社|ゆうげんがいしゃ|limited company; company structure for small businesses, abolished in 2006 (YK)
有限個|ゆうげんこ|countable
有功|ゆうこう|merit
有効|ゆうこう|valid; effective
有効|ゆうこう|yuko (judo)
有効ポテンシャル|ゆうこうポテンシャル|effective potential
有効期限|ゆうこうきげん|expiration date (on a credit card); effective date
有効作用|ゆうこうさよう|effective action
有効数字|ゆうこうすうじ|significant digits
有効性|ゆうこうせい|validity; effectiveness
有罪|ゆうざい|guilt; culpability
有志|ゆうし|voluntary; volunteer; sympathizer; sympathiser
有識者|ゆうしきしゃ|expert; knowledgeable person
有終|ゆうしゅう|perfection
有償|ゆうしょう|compensation; consideration
有償|ゆうしょう|for profit; non-free
有償|ゆうしょう|onerous
有神論|ゆうしんろん|theism; belief in existence of a god or gods
有人|ゆうじん|manned; occupied; piloted
有人化|ゆうじんか|manning; occupying
有数|ゆうすう|prominent; leading; foremost; distinguished
有声|ゆうせい|voiced; vocal
有声音|ゆうせいおん|voiced sound
有線|ゆうせん|communicate by wire
有線放送|ゆうせんほうそう|cable broadcast
有体|ゆうたい|tangible; corporeal
有体資産|ゆうたいしさん|tangible assets
有体動産|ゆうたいどうさん|tangible property
有体物|ゆうたいぶつ|something material; tangible object
有袋類|ゆうたいるい|marsupial
有段者|ゆうだんしゃ|person holding a dan rank; black belt (martial arts); dan player (go, shogi)
有頂天|うちょうてん|ecstasy
有頂点|うちょうてん|ecstasy
有毒|ゆうどく|poisonous; toxic
