卵泡立て器|たまごあわだてき|egg beater
合鍵|あいかぎ|duplicate key
合鍵|あいかぎ|pass key; master key; skeleton key
合かぎ|あいかぎ|duplicate key
合かぎ|あいかぎ|pass key; master key; skeleton key
合鴨|あいがも|cross between a mallard and domestic duck
間鴨|あいがも|cross between a mallard and domestic duck
合気道|あいきどう|aikido
合氣道|あいきどう|aikido
合言葉|あいことば|password; watchword
合言葉|あいことば|motto; slogan
合い言葉|あいことば|password; watchword
合い言葉|あいことば|motto; slogan
合い詞|あいことば|password; watchword
合い詞|あいことば|motto; slogan
相性|あいしょう|affinity; compatibility
合い性|あいしょう|affinity; compatibility
合性|あいしょう|affinity; compatibility
相い性|あいしょう|affinity; compatibility
合印|あいじるし|identifying mark (esp. a mark of comradeship)
合印|あいじるし|mark placed where two pieces of cloth are to be sewn together (or two pieces of wood joined, etc.)
合印|あいじるし|verification seal; tally
合い印|あいじるし|identifying mark (esp. a mark of comradeship)
合い印|あいじるし|mark placed where two pieces of cloth are to be sewn together (or two pieces of wood joined, etc.)
合い印|あいじるし|verification seal; tally
合い標|あいじるし|identifying mark (esp. a mark of comradeship)
合い標|あいじるし|mark placed where two pieces of cloth are to be sewn together (or two pieces of wood joined, etc.)
合い標|あいじるし|verification seal; tally
合標|あいじるし|identifying mark (esp. a mark of comradeship)
合標|あいじるし|mark placed where two pieces of cloth are to be sewn together (or two pieces of wood joined, etc.)
合標|あいじるし|verification seal; tally
鮎魚女|あいなめ|fat greenling (Hexagrammos otakii)
鮎並|あいなめ|fat greenling (Hexagrammos otakii)
愛女|あいなめ|fat greenling (Hexagrammos otakii)
鮎並女|あいなめ|fat greenling (Hexagrammos otakii)
アイナメ||fat greenling (Hexagrammos otakii)
間の戸|あいのと|door between the rooms
合いの戸|あいのと|door between the rooms
相乗り|あいのり|riding together
合い乗り|あいのり|riding together
逢引|あいびき|(secret) date; clandestine meeting; assignation; tryst; rendezvous
逢い引き|あいびき|(secret) date; clandestine meeting; assignation; tryst; rendezvous
逢引き|あいびき|(secret) date; clandestine meeting; assignation; tryst; rendezvous
媾曳|あいびき|(secret) date; clandestine meeting; assignation; tryst; rendezvous
媾曳き|あいびき|(secret) date; clandestine meeting; assignation; tryst; rendezvous
哀愍|あいびん|pity
哀愍|あいみん|pity
哀憫|あいびん|pity
哀憫|あいみん|pity
哀びん|あいびん|pity
哀みん|あいみん|pity
愛欲|あいよく|passion; sexual desire; lust
愛欲|あいよく|attachment (esp. to one's family or a member of the opposite sex)
愛慾|あいよく|passion; sexual desire; lust
愛慾|あいよく|attachment (esp. to one's family or a member of the opposite sex)
青々|あおあお|verdant; fresh and green; bright green; lush
青青|あおあお|verdant; fresh and green; bright green; lush
蒼蒼|あおあお|verdant; fresh and green; bright green; lush
碧碧|あおあお|verdant; fresh and green; bright green; lush
蒼々|あおあお|verdant; fresh and green; bright green; lush
碧々|あおあお|verdant; fresh and green; bright green; lush
青浮草|あおうきくさ|duckweed
青萍|あおうきくさ|duckweed
梧桐|あおぎり|Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
梧桐|ごとう|Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
青桐|あおぎり|Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
青桐|ごとう|Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
アオギリ||Chinese parasol-tree (Firmiana simplex); Chinese-bottletree; Japanese varnishtree; phoenix-tree
青大将|あおだいしょう|Japanese rat snake (Elaphe climacophora)
黄頷蛇|あおだいしょう|Japanese rat snake (Elaphe climacophora)
アオダイショウ||Japanese rat snake (Elaphe climacophora)
赤々|あかあか|bright red; bright
赤赤|あかあか|bright red; bright
明々|あかあか|brightly lit; brightly lighted; lit up; lighted up
明明|あかあか|brightly lit; brightly lighted; lit up; lighted up
明かり|あかり|light; illumination; glow; gleam
明かり|あかり|lamp; light
明り|あかり|light; illumination; glow; gleam
明り|あかり|lamp; light
灯り|あかり|lamp; light
灯|あかり|lamp; light
灯かり|あかり|lamp; light
灯火|あかり|lamp; light
空き巣|あきす|empty house
空き巣|あきす|empty nest
空き巣|あきす|prowler; sneak thief; cat burglar
空巣|あきす|empty house
空巣|あきす|empty nest
空巣|あきす|prowler; sneak thief; cat burglar
明き巣|あきす|empty house
明き巣|あきす|empty nest
明き巣|あきす|prowler; sneak thief; cat burglar
秋晴れ|あきばれ|clear autumnal weather
秋晴|あきばれ|clear autumnal weather
秋晴|しゅうせい|clear autumnal weather
空き瓶|あきびん|empty bottle
空きビン|あきビン|empty bottle
空きびん|あきびん|empty bottle
空瓶|からびん|empty bottle
空き壜|あきびん|empty bottle
飽きる|あきる|to get tired of; to lose interest in; to have enough
厭きる|あきる|to get tired of; to lose interest in; to have enough
倦きる|あきる|to get tired of; to lose interest in; to have enough
倦る|あきる|to get tired of; to lose interest in; to have enough
あきれ返る|あきれかえる|to be utterly amazed; to be stunned; to be disgusted
呆れ返る|あきれかえる|to be utterly amazed; to be stunned; to be disgusted
呆れかえる|あきれかえる|to be utterly amazed; to be stunned; to be disgusted
空く|すく|to become less crowded; to thin out; to get empty
空く|すく|to be hungry
開く|あく|to open (e.g. doors)
開く|あく|to open (e.g. business, etc.)
開く|あく|to be empty
開く|あく|to be vacant; to be available; to be free
開く|あく|to be open (e.g. neckline, etc.)
開く|あく|to have been opened (of one's eyes, mouth, etc.)
開く|あく|to come to an end
開く|あく|to open (one's eyes, mouth, etc.)
開く|あく|to have a hole; to form a gap; to have an interval (between events)
空く|あく|to open (e.g. doors)
空く|あく|to open (e.g. business, etc.)
空く|あく|to be empty
空く|あく|to be vacant; to be available; to be free
空く|あく|to be open (e.g. neckline, etc.)
空く|あく|to have been opened (of one's eyes, mouth, etc.)
空く|あく|to come to an end
空く|あく|to open (one's eyes, mouth, etc.)
空く|あく|to have a hole; to form a gap; to have an interval (between events)
明く|あく|to open (e.g. doors)
明く|あく|to open (e.g. business, etc.)
明く|あく|to be empty
明く|あく|to be vacant; to be available; to be free
明く|あく|to be open (e.g. neckline, etc.)
明く|あく|to have been opened (of one's eyes, mouth, etc.)
明く|あく|to come to an end
明く|あく|to open (one's eyes, mouth, etc.)
明く|あく|to have a hole; to form a gap; to have an interval (between events)
揚げ足を取る|あげあしをとる|to find fault with someone; to flame someone; to trip up somebody
揚げ足をとる|あげあしをとる|to find fault with someone; to flame someone; to trip up somebody
挙げ足を取る|あげあしをとる|to find fault with someone; to flame someone; to trip up somebody
挙げ足をとる|あげあしをとる|to find fault with someone; to flame someone; to trip up somebody
挙句|あげく|in the end (after a long process); finally; after all; at last
挙句|あげく|last line (of a renga)
挙げ句|あげく|in the end (after a long process); finally; after all; at last
挙げ句|あげく|last line (of a renga)
揚げ句|あげく|in the end (after a long process); finally; after all; at last
揚げ句|あげく|last line (of a renga)
揚句|あげく|in the end (after a long process); finally; after all; at last
揚句|あげく|last line (of a renga)
あげくの果て|あげくのはて|finally; in the end; on top of all that
挙げ句の果て|あげくのはて|finally; in the end; on top of all that
挙句の果て|あげくのはて|finally; in the end; on top of all that
揚げ句の果て|あげくのはて|finally; in the end; on top of all that
揚句の果て|あげくのはて|finally; in the end; on top of all that
麻糸|あさいと|hemp yarn; linen thread
麻絲|あさいと|hemp yarn; linen thread
麻織|あさおり|hemp cloth
麻織り|あさおり|hemp cloth
朝ご飯|あさごはん|breakfast
朝御飯|あさごはん|breakfast
朝ごはん|あさごはん|breakfast
浅蜊|あさり|Manila clam (Ruditapes philippinarum)
蛤仔|あさり|Manila clam (Ruditapes philippinarum)
鯏|あさり|Manila clam (Ruditapes philippinarum)
アサリ||Manila clam (Ruditapes philippinarum)
痣|あざ|birthmark; nevus
痣|あざ|bruise
黶|あざ|birthmark; nevus
黶|あざ|bruise
アザ||birthmark; nevus
アザ||bruise
足かせ|あしかせ|fetters; shackles; hobbles; encumbrance; hindrance; burden; trap
足枷|あしかせ|fetters; shackles; hobbles; encumbrance; hindrance; burden; trap
足械|あしかせ|fetters; shackles; hobbles; encumbrance; hindrance; burden; trap
足掛かり|あしがかり|foothold
足掛り|あしがかり|foothold
足がかり|あしがかり|foothold
足慣らし|あしならし|walking practice; getting one's legs into shape
足慣らし|あしならし|warm-up; preparation
足馴らし|あしならし|walking practice; getting one's legs into shape
足馴らし|あしならし|warm-up; preparation
足ならし|あしならし|walking practice; getting one's legs into shape
足ならし|あしならし|warm-up; preparation
足元|あしもと|at one's feet; underfoot; one's step (as in "watch your step")
足元|あしもと|gait; pace; step
足元|あしもと|most recent; current
足元|あしもと|you; thou
足下|あしもと|at one's feet; underfoot; one's step (as in "watch your step")
足下|あしもと|gait; pace; step
足下|あしもと|most recent; current
足下|あしもと|you; thou
足下|そっか|at one's feet; underfoot; one's step (as in "watch your step")
足下|そっか|gait; pace; step
足下|そっか|most recent; current
足下|そっか|you; thou
足もと|あしもと|at one's feet; underfoot; one's step (as in "watch your step")
足もと|あしもと|gait; pace; step
足もと|あしもと|most recent; current
足もと|あしもと|you; thou
足許|あしもと|at one's feet; underfoot; one's step (as in "watch your step")
足許|あしもと|gait; pace; step
足許|あしもと|most recent; current
足許|あしもと|you; thou
鯵|あじ|horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus); jack mackerel; pompano; scad
鰺|あじ|horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus); jack mackerel; pompano; scad
アジ||horse mackerel (Carangidae spp., esp. the Japanese horse mackerel, Trachurus japonicus); jack mackerel; pompano; scad
汗疹|あせも|prickly heat; heat rash; miliaria
汗疹|あせぼ|prickly heat; heat rash; miliaria
汗疣|あせも|prickly heat; heat rash; miliaria
暖かい|あたたかい|warm; mild; genial
暖かい|あったかい|warm; mild; genial
温かい|あたたかい|warm; mild; genial
温かい|あったかい|warm; mild; genial
暖い|あたたかい|warm; mild; genial
暖い|あったかい|warm; mild; genial
温まる|あたたまる|to warm oneself; to sun oneself; to warm up; to get warm
温まる|あったまる|to warm oneself; to sun oneself; to warm up; to get warm
温まる|ぬくまる|to warm oneself; to sun oneself; to warm up; to get warm
暖まる|あたたまる|to warm oneself; to sun oneself; to warm up; to get warm
暖まる|あったまる|to warm oneself; to sun oneself; to warm up; to get warm
温める|あたためる|to warm; to heat
温める|あっためる|to warm; to heat
温める|ぬくめる|to warm; to heat
暖める|あたためる|to warm; to heat
暖める|あっためる|to warm; to heat
あだ名|あだな|nickname
渾名|あだな|nickname
渾名|こんめい|nickname
綽名|あだな|nickname
諢名|あだな|nickname
諢名|こんめい|nickname
仇名|あだな|nickname
圧伏|あっぷく|overpower; subdue; keep down
圧服|あっぷく|overpower; subdue; keep down
熱々|あつあつ|piping hot; scalding
熱々|あつあつ|madly in love
熱熱|あつあつ|piping hot; scalding
熱熱|あつあつ|madly in love
圧濾器|あつろき|filter press
圧瀘器|あつろき|filter press
宛先|あてさき|address; destination
宛て先|あてさき|address; destination
あて先|あてさき|address; destination
当てつける|あてつける|to insinuate
当て付ける|あてつける|to insinuate
