無限軌道|むげんきどう|continuous track; caterpillar track
圧面|べしみ|beshimi; noh mask with a slanted mouth, bulging eyes and large nostrils
癋見|べしみ|beshimi; noh mask with a slanted mouth, bulging eyes and large nostrils
べし見|べしみ|beshimi; noh mask with a slanted mouth, bulging eyes and large nostrils
輔星|ほせい|Alcor; the Little Horseman star
ホルモン焼き|ホルモンやき|fried beef or pork offal (entrails)
ホルモン焼|ホルモンやき|fried beef or pork offal (entrails)
放物焼き|ほるもんやき|fried beef or pork offal (entrails)
真秀等間|まほらま|great and splendid land (Yamato word); excellent location; splendid place
真秀呂場|まほろば|great and splendid land (of Yamato)
真秀呂場|まほろば|spiritual center of the land; one's spiritual home
真秀呂場|まほろば|excellent location; splendid place
麦球|むぎきゅう|wheat bulb; wheat grain light bulb
滅殺|めっさつ|obliteration; annihilation
野盗|やとう|brigand; bandit
飲茶|ヤムチャ|yum cha; eating snacks (esp. dim sum) with tea
羅刹|らせつ|rakshasa; man-eating demon in Hinduism and Buddhism
凌遅|りょうち|Lingchi; Leng Tch'e; slow torture by slicing off parts of the body
流浪人|るろうにん|wanderer
儂|わし|I; me (used by elderly males)
私|わし|I; me (used by elderly males)
ジェノミクス||genomics
ゲノミクス||genomics
ジギタリス||digitalis (Digitalis purpurea); foxglove
社|しゃ|company; association; society
社|しゃ|regional Chinese god of the earth (or a village built in its honour)
社|しゃ|counter for companies, shrines, etc.
洋文|ようぶん|Western word or sentence
洋文|ようぶん|word created by translating components of a Western word
仕入れ価格|しいれかかく|cost price; buying price
映画作家|えいがさっか|script-writer; auteur
居たたまれない|いたたまれない|unable to stay (on); unable to endure being somewhere a second longer; feel like running away
居た堪れない|いたたまれない|unable to stay (on); unable to endure being somewhere a second longer; feel like running away
鳴管|めいかん|syrinx (part of a bird); lower larynx
州議会|しゅうぎかい|state legislature; state or provincial parliament
州議|しゅうぎ|state legislature; state or provincial parliament
州議会選挙|しゅうぎかいせんきょ|state or provincial election
州議選|しゅうぎせん|state or provincial election
諦念|ていねん|understanding and acceptance; spiritual awakening; a heart that understands truth; (feeling of) resignation
みっちり||severely; strictly; fully
みっちり||earnestly; diligently
偽小切手|ぎこぎって|counterfeit check (cheque); bad paper
五分の一|ごぶんのいち|one fifth part
５分の１|ごぶんのいち|one fifth part
渉外係|しょうがいがかり|liaison officer; public relations man
最たる|さいたる|prime; conspicuous
もう直ぐ|もうすぐ|very soon
行き始める|いきはじめる|to get going; to start off
おやまあ||Good heavens!; Oh my god!; gee whiz
あれまあ||Good heavens!; Oh my god!; gee whiz
救援隊|きゅうえんたい|relief party; rescue party
茶房|さぼう|teahouse; coffee shop
怒り出す|おこりだす|to fly into a rage; to lose one's temper; to flare up; to break out
怒り出す|いかりだす|to fly into a rage; to lose one's temper; to flare up; to break out
怒りだす|おこりだす|to fly into a rage; to lose one's temper; to flare up; to break out
怒りだす|いかりだす|to fly into a rage; to lose one's temper; to flare up; to break out
吠え出す|ほえだす|to give mouth; to bark
使い出す|つかいだす|to start using; to try out
踊りだす|おどりだす|to begin to dance; to break into a dance
踊り出す|おどりだす|to begin to dance; to break into a dance
燃え出す|もえだす|to catch fire
分かり出す|わかりだす|to take notice
怒鳴り出す|どなりだす|to start shouting; to break out
呶鳴り出す|どなりだす|to start shouting; to break out
泳ぎだす|およぎだす|to strike out; to start swimming
泳ぎ出す|およぎだす|to strike out; to start swimming
回りだす|まわりだす|to begin to turn
回り出す|まわりだす|to begin to turn
働き出す|はたらきだす|to start working; to take action
働きだす|はたらきだす|to start working; to take action
流し出す|ながしだす|to draw off; to run out; to flush out
足掻き|あがき|struggling; pawing (e.g. horses' hooves)
足搔き|あがき|struggling; pawing (e.g. horses' hooves)
忍び出し|しのびだし|sneaking out; creeping out
忍び出す|しのびだす|to sneak out; to creep out
間伐材|かんばつざい|timber from forest thinning; thinned wood
三言|みこと|three words
一言二言言う|ひとことふたこという|to say a few words
古き良き時代|ふるきよきじだい|the good old days; halcyon days
古き良き日々|ふるきよきにちにち|the good old days; halcyon days
古きよき日々|ふるきよきにちにち|the good old days; halcyon days
息を呑む|いきをのむ|to catch one's breath; to gulp; to have one's breath taken away; to gasp
息を飲む|いきをのむ|to catch one's breath; to gulp; to have one's breath taken away; to gasp
息をのむ|いきをのむ|to catch one's breath; to gulp; to have one's breath taken away; to gasp
息を嚥む|いきをのむ|to catch one's breath; to gulp; to have one's breath taken away; to gasp
息を呑むほど|いきをのむほど|breathtaking
息を飲むほど|いきをのむほど|breathtaking
息を呑むよう|いきをのむよう|breathtaking; thrilling
息を飲むよう|いきをのむよう|breathtaking; thrilling
魚体|ぎょたい|fish body
擬餌|ぎじ|artificial bait
巡り|めぐり|circumference; girth
巡り|めぐり|tour; pilgrimage
巡り|めぐり|circulation (e.g. of blood)
廻り|めぐり|circumference; girth
廻り|めぐり|tour; pilgrimage
廻り|めぐり|circulation (e.g. of blood)
稍重|ややおも|slightly heavy (esp. horse-racing track)
秘密裡|ひみつり|behind closed doors; behind-the-scenes; (under the veil of) secrecy
秘密裏|ひみつり|behind closed doors; behind-the-scenes; (under the veil of) secrecy
和平会談|わへいかいだん|peace conference; peace talks
船内|せんない|on-board ship; inboard
餡パン|あんパン|bread roll filled with anko
餡パン|あんパン|paint thinner placed inside a bag used as a drug
アンパン||bread roll filled with anko
アンパン||paint thinner placed inside a bag used as a drug
要介護|ようかいご|primary nursing care; nursing care level (with number between 1 and 5 based on assessed care needs)
研修会|けんしゅうかい|workshop; training course
相も変わらぬ|あいもかわらぬ|as ever; as usual; the same
相も変らぬ|あいもかわらぬ|as ever; as usual; the same
甘いもの|あまいもの|sweets; sweet food
甘い物|あまいもの|sweets; sweet food
ヘアヌード||nude photograph showing pubic hair
ヘア・ヌード||nude photograph showing pubic hair
正の数|せいのすう|positive number; positive value
負の数|ふのすう|negative number; negative value
拡大販売|かくだいはんばい|sales promotion
拡販|かくはん|sales promotion
在り処|ありか|location (of something); whereabouts; hiding place
在処|ありか|location (of something); whereabouts; hiding place
在りか|ありか|location (of something); whereabouts; hiding place
在り所|ありか|location (of something); whereabouts; hiding place
不合理推論|ふごうりすいろん|nonsequitur; non sequitur
不合理結論|ふごうりけつろん|nonsequitur; non sequitur
ハマス||Hamas (Palestinian Islamic fundamentalist group)
毬|いが|burr (e.g. chestnut); bur; cupule; case
梂|いが|burr (e.g. chestnut); bur; cupule; case
マイクロシーベルト||microsievert
滑る|ぬめる|to be slippery; to be slimy
滑る|ぬめる|to behave charmingly; to walk merrily
滑る|なめる|to be slippery; to be slimy
ぬめっと||glistening; shiny; sleek; slippery
飲み会|のみかい|drinking party; get-together
銀鱈|ぎんだら|sablefish (Anoplopoma fimbria); black cod; Japanese bluefish; North Pacific bluefish; candlefish; sable; blue cod; coal cod; coalfish; beshow; skil; skilfish
ギンダラ||sablefish (Anoplopoma fimbria); black cod; Japanese bluefish; North Pacific bluefish; candlefish; sable; blue cod; coal cod; coalfish; beshow; skil; skilfish
帳票|ちょうひょう|report; form
高じる|こうじる|to grow in intensity; to be aggravated; to get worse; to develop
昂じる|こうじる|to grow in intensity; to be aggravated; to get worse; to develop
嵩じる|こうじる|to grow in intensity; to be aggravated; to get worse; to develop
ポリッジ||porridge
フィレット||fillet
半田フィレット|はんだフィレット|solder fillet
正気づく|しょうきづく|to become conscious; to recover one's senses; to snap out of it
正気付く|しょうきづく|to become conscious; to recover one's senses; to snap out of it
通信文|つうしんぶん|message
下宿生|げしゅくせい|boarder; boarding student
最上級生|さいじょうきゅうせい|senior (e.g. at school)
早割|はやわり|discount for early booking
熱発生|ねっぱつせい|calorification; thermogenesis
九生|きゅうしょう|nine lives (of a cat)
九生|きゅうせい|nine lives (of a cat)
借金で首が回らない|しゃっきんでくびがまわらない|deep in debt
借金で首がまわらない|しゃっきんでくびがまわらない|deep in debt
首を突っ込む|くびをつっこむ|to poke one's nose into another's affairs; to have a hand in; to take a (deep) interest in; to meddle in
首を突っ込む|くびをつっこむ|to poke one's head (into a room)
首をつっこむ|くびをつっこむ|to poke one's nose into another's affairs; to have a hand in; to take a (deep) interest in; to meddle in
首をつっこむ|くびをつっこむ|to poke one's head (into a room)
首を突っこむ|くびをつっこむ|to poke one's nose into another's affairs; to have a hand in; to take a (deep) interest in; to meddle in
首を突っこむ|くびをつっこむ|to poke one's head (into a room)
太り気味|ふとりぎみ|plump; rather overweight
太りぎみ|ふとりぎみ|plump; rather overweight
気も狂わんばかり|きもくるわんばかり|frantically; maddeningly; to distraction
立てて|たてて|especially; particularly; wholeheartedly
電着|でんちゃく|electrodeposition
ダクロ||Dacrotized (trademark for an anti-corrosion metal coating) (Dacrotised)
ダクロン||dacron
